variable_specification,sample_group,max_scalar,min_scalar
ef_lndu_conv_wetlands_to_croplands_gg_co2_ha,381,1.0,1.0
ef_lndu_conv_wetlands_to_forests_mangroves_gg_co2_ha,382,1.0,1.0
ef_lndu_conv_wetlands_to_forests_primary_gg_co2_ha,383,1.0,1.0
ef_lndu_conv_wetlands_to_forests_secondary_gg_co2_ha,384,1.0,1.0
ef_lndu_conv_wetlands_to_grasslands_gg_co2_ha,385,1.0,1.0
ef_lndu_conv_wetlands_to_other_gg_co2_ha,386,1.0,1.0
ef_lndu_conv_wetlands_to_settlements_gg_co2_ha,387,1.0,1.0
ef_lndu_conv_wetlands_to_wetlands_gg_co2_ha,388,1.0,1.0
ef_lsmm_direct_management_anaerobic_digester_n2o_per_n,389,1.0,1.0
ef_lsmm_direct_management_anaerobic_lagoon_n2o_per_n,390,1.0,1.0
ef_lsmm_direct_management_composting_n2o_per_n,391,1.0,1.0
ef_lsmm_direct_management_daily_spread_n2o_per_n,392,1.0,1.0
ef_lsmm_direct_management_deep_bedding_n2o_per_n,393,1.0,1.0
ef_lsmm_direct_management_dry_lot_n2o_per_n,394,1.0,1.0
ef_lsmm_direct_management_incineration_n2o_per_n,395,1.0,1.0
ef_lsmm_direct_management_liquid_slurry_n2o_per_n,396,1.0,1.0
ef_lsmm_direct_management_paddock_pasture_range_n2o_per_n,397,1.0,1.0
ef_lsmm_direct_management_poultry_manure_n2o_per_n,398,1.0,1.0
ef_lsmm_direct_management_storage_solid_n2o_per_n,399,1.0,1.0
ef_lvst_entferm_buffalo_kg_ch4_head,1,1.0,1.0
ef_lvst_entferm_cattle_dairy_kg_ch4_head,1,1.0,1.0
ef_lvst_entferm_cattle_nondairy_kg_ch4_head,1,1.0,1.0
ef_lvst_entferm_chickens_kg_ch4_head,400,1.0,1.0
ef_lvst_entferm_goats_kg_ch4_head,1,1.0,1.0
ef_lvst_entferm_horses_kg_ch4_head,401,1.0,1.0
ef_lvst_entferm_mules_kg_ch4_head,402,1.0,1.0
ef_lvst_entferm_pigs_kg_ch4_head,403,1.0,1.0
ef_lvst_entferm_sheep_kg_ch4_head,1,1.0,1.0
ef_soil_c_cultivated_organic_temperate_crop_grass_tonne_per_ha,404,1.0,1.0
ef_soil_c_cultivated_organic_tropical_crop_grass_tonne_per_ha,405,1.0,1.0
ef_soil_c_liming_dolomite,406,1.0,1.0
ef_soil_c_liming_limestone,407,1.0,1.0
ef_soil_c_urea,408,1.0,1.0
ef_soil_ef1_n_organic_amerndments_fertilizer_n2o_dry_climate,409,1.2,0.8
ef_soil_ef1_n_organic_amerndments_fertilizer_n2o_wet_climate,410,1.2,0.8
ef_soil_ef1_n_rice_fields_n2o,411,1.2,0.8
ef_soil_ef1_n_synthetic_fertilizer_n2o_dry_climate,412,1.2,0.8
ef_soil_ef1_n_synthetic_fertilizer_n2o_wet_climate,413,1.2,0.8
ef_soil_ef2_n_drained_managed_soils_n2o_temperate_crop_grass_kg_n2on_ha,414,1.2,0.8
ef_soil_ef2_n_drained_managed_soils_n2o_temperate_forest_nutrient_poor_kg_n2on_ha,415,1.2,0.8
ef_soil_ef2_n_drained_managed_soils_n2o_temperate_forest_nutrient_rich_kg_n2on_ha,416,1.2,0.8
ef_soil_ef2_n_drained_managed_soils_n2o_tropical_crop_grass_kg_n2on_ha,417,1.2,0.8
ef_soil_ef2_n_drained_managed_soils_n2o_tropical_forest_kg_n2on_ha,418,1.2,0.8
ef_soil_ef3_pasture_n2o_dry_climate,419,1.2,0.8
ef_soil_ef3_pasture_n2o_wet_climate,420,1.2,0.8
ef_soil_ef4_n_volatilisation_n2o_dry_climate,421,1.2,0.8
ef_soil_ef4_n_volatilisation_n2o_wet_climate,422,1.2,0.8
ef_soil_ef5_n_leaching_n2o,423,1.2,0.8
ef_trns_mobile_combustion_aviation_kg_ch4_per_tj_kerosene,424,1.0,1.0
ef_trns_mobile_combustion_aviation_kg_n2o_per_tj_kerosene,425,1.0,1.0
ef_trns_mobile_combustion_powered_bikes_kg_ch4_per_tj_gasoline,426,1.0,1.0
ef_trns_mobile_combustion_powered_bikes_kg_n2o_per_tj_gasoline,427,1.0,1.0
ef_trns_mobile_combustion_public_kg_ch4_per_tj_biofuels,428,1.0,1.0
ef_trns_mobile_combustion_public_kg_ch4_per_tj_diesel,429,1.0,1.0
ef_trns_mobile_combustion_public_kg_ch4_per_tj_gasoline,430,1.0,1.0
ef_trns_mobile_combustion_public_kg_ch4_per_tj_hydrocarbon_gas_liquids,431,1.0,1.0
ef_trns_mobile_combustion_public_kg_ch4_per_tj_natural_gas,432,1.0,1.0
ef_trns_mobile_combustion_public_kg_n2o_per_tj_biofuels,433,1.0,1.0
ef_trns_mobile_combustion_public_kg_n2o_per_tj_diesel,434,1.0,1.0
ef_trns_mobile_combustion_public_kg_n2o_per_tj_gasoline,435,1.0,1.0
ef_trns_mobile_combustion_public_kg_n2o_per_tj_hydrocarbon_gas_liquids,436,1.0,1.0
ef_trns_mobile_combustion_public_kg_n2o_per_tj_natural_gas,437,1.0,1.0
ef_trns_mobile_combustion_rail_freight_kg_ch4_per_tj_diesel,438,1.0,1.0
ef_trns_mobile_combustion_rail_freight_kg_ch4_per_tj_natural_gas,439,1.0,1.0
ef_trns_mobile_combustion_rail_freight_kg_n2o_per_tj_diesel,440,1.0,1.0
ef_trns_mobile_combustion_rail_freight_kg_n2o_per_tj_natural_gas,441,1.0,1.0
ef_trns_mobile_combustion_rail_passenger_kg_ch4_per_tj_diesel,442,1.0,1.0
ef_trns_mobile_combustion_rail_passenger_kg_ch4_per_tj_natural_gas,443,1.0,1.0
ef_trns_mobile_combustion_rail_passenger_kg_n2o_per_tj_diesel,444,1.0,1.0
ef_trns_mobile_combustion_rail_passenger_kg_n2o_per_tj_natural_gas,445,1.0,1.0
ef_trns_mobile_combustion_road_heavy_freight_kg_ch4_per_tj_biofuels,446,1.0,1.0
ef_trns_mobile_combustion_road_heavy_freight_kg_ch4_per_tj_diesel,447,1.0,1.0
ef_trns_mobile_combustion_road_heavy_freight_kg_ch4_per_tj_gasoline,448,1.0,1.0
ef_trns_mobile_combustion_road_heavy_freight_kg_ch4_per_tj_hydrocarbon_gas_liquids,449,1.0,1.0
ef_trns_mobile_combustion_road_heavy_freight_kg_ch4_per_tj_natural_gas,450,1.0,1.0
ef_trns_mobile_combustion_road_heavy_freight_kg_n2o_per_tj_biofuels,451,1.0,1.0
ef_trns_mobile_combustion_road_heavy_freight_kg_n2o_per_tj_diesel,452,1.0,1.0
ef_trns_mobile_combustion_road_heavy_freight_kg_n2o_per_tj_gasoline,453,1.0,1.0
ef_trns_mobile_combustion_road_heavy_freight_kg_n2o_per_tj_hydrocarbon_gas_liquids,454,1.0,1.0
ef_trns_mobile_combustion_road_heavy_freight_kg_n2o_per_tj_natural_gas,455,1.0,1.0
ef_trns_mobile_combustion_road_heavy_regional_kg_ch4_per_tj_biofuels,456,1.0,1.0
ef_trns_mobile_combustion_road_heavy_regional_kg_ch4_per_tj_diesel,457,1.0,1.0
ef_trns_mobile_combustion_road_heavy_regional_kg_ch4_per_tj_gasoline,458,1.0,1.0
ef_trns_mobile_combustion_road_heavy_regional_kg_ch4_per_tj_hydrocarbon_gas_liquids,459,1.0,1.0
ef_trns_mobile_combustion_road_heavy_regional_kg_ch4_per_tj_natural_gas,460,1.0,1.0
ef_trns_mobile_combustion_road_heavy_regional_kg_n2o_per_tj_biofuels,461,1.0,1.0
ef_trns_mobile_combustion_road_heavy_regional_kg_n2o_per_tj_diesel,462,1.0,1.0
ef_trns_mobile_combustion_road_heavy_regional_kg_n2o_per_tj_gasoline,463,1.0,1.0
ef_trns_mobile_combustion_road_heavy_regional_kg_n2o_per_tj_hydrocarbon_gas_liquids,464,1.0,1.0
ef_trns_mobile_combustion_road_heavy_regional_kg_n2o_per_tj_natural_gas,465,1.0,1.0
ef_trns_mobile_combustion_road_light_kg_ch4_per_tj_biofuels,466,1.0,1.0
ef_trns_mobile_combustion_road_light_kg_ch4_per_tj_diesel,467,1.0,1.0
ef_trns_mobile_combustion_road_light_kg_ch4_per_tj_gasoline,468,1.0,1.0
ef_trns_mobile_combustion_road_light_kg_ch4_per_tj_hydrocarbon_gas_liquids,469,1.0,1.0
ef_trns_mobile_combustion_road_light_kg_n2o_per_tj_biofuels,470,1.0,1.0
ef_trns_mobile_combustion_road_light_kg_n2o_per_tj_diesel,471,1.0,1.0
ef_trns_mobile_combustion_road_light_kg_n2o_per_tj_gasoline,472,1.0,1.0
ef_trns_mobile_combustion_road_light_kg_n2o_per_tj_hydrocarbon_gas_liquids,473,1.0,1.0
ef_trns_mobile_combustion_water_borne_kg_ch4_per_tj_diesel,474,1.0,1.0
ef_trns_mobile_combustion_water_borne_kg_ch4_per_tj_natural_gas,475,1.0,1.0
ef_trns_mobile_combustion_water_borne_kg_n2o_per_tj_diesel,476,1.0,1.0
ef_trns_mobile_combustion_water_borne_kg_n2o_per_tj_natural_gas,477,1.0,1.0
ef_trww_treated_advanced_aerobic_g_n2o_per_g_n,478,1.2,0.8
ef_trww_treated_advanced_anaerobic_g_n2o_per_g_n,479,1.2,0.8
ef_trww_treated_latrine_improved_g_n2o_per_g_n,480,1.2,0.8
ef_trww_treated_latrine_unimproved_g_n2o_per_g_n,481,1.2,0.8
ef_trww_treated_primary_g_n2o_per_g_n,482,1.2,0.8
ef_trww_treated_secondary_aerobic_g_n2o_per_g_n,483,1.2,0.8
ef_trww_treated_secondary_anaerobic_g_n2o_per_g_n,484,1.2,0.8
ef_trww_treated_septic_g_n2o_per_g_n,485,1.2,0.8
ef_trww_untreated_no_sewerage_g_n2o_per_g_n,486,1.2,0.8
ef_trww_untreated_with_sewerage_g_n2o_per_g_n,487,1.2,0.8
ef_waso_biogas_kg_ch4_per_kg_food,488,1.43,0.57
ef_waso_biogas_kg_ch4_per_kg_sludge,489,1.43,0.57
ef_waso_biogas_kg_ch4_per_kg_yard,490,1.43,0.57
ef_waso_compost_kg_ch4_per_kg_food,491,1.43,0.57
ef_waso_compost_kg_ch4_per_kg_sludge,492,1.43,0.57
ef_waso_compost_kg_ch4_per_kg_yard,493,1.43,0.57
ef_waso_compost_kg_n2o_per_kg_food,494,1.43,0.57
ef_waso_compost_kg_n2o_per_kg_sludge,495,1.43,0.57
ef_waso_compost_kg_n2o_per_kg_yard,496,1.43,0.57
ef_waso_incineration_kg_ch4_per_kg_isw,497,2.0,0.2
ef_waso_incineration_kg_ch4_per_kg_msw,498,2.0,0.2
ef_waso_incineration_tonne_n2o_per_tonne_chemical_industrial,499,1.0,1.0
ef_waso_incineration_tonne_n2o_per_tonne_food,500,1.0,1.0
ef_waso_incineration_tonne_n2o_per_tonne_glass,501,1.0,1.0
ef_waso_incineration_tonne_n2o_per_tonne_metal,502,1.0,1.0
ef_waso_incineration_tonne_n2o_per_tonne_nappies,503,1.0,1.0
ef_waso_incineration_tonne_n2o_per_tonne_other,504,1.0,1.0
ef_waso_incineration_tonne_n2o_per_tonne_paper,505,1.0,1.0
ef_waso_incineration_tonne_n2o_per_tonne_plastic,506,1.0,1.0
ef_waso_incineration_tonne_n2o_per_tonne_rubber_leather,507,1.0,1.0
ef_waso_incineration_tonne_n2o_per_tonne_sludge,508,1.0,1.0
ef_waso_incineration_tonne_n2o_per_tonne_textiles,509,1.0,1.0
ef_waso_incineration_tonne_n2o_per_tonne_wood,510,1.0,1.0
ef_waso_incineration_tonne_n2o_per_tonne_yard,511,1.0,1.0
efficfactor_ccsq_heat_energy_direct_air_capture_geothermal,512,1.0,0.0
efficfactor_ccsq_heat_energy_direct_air_capture_hydrogen,513,1.0,0.0
efficfactor_ccsq_heat_energy_direct_air_capture_natural_gas,514,1.0,0.0
efficfactor_enfu_industrial_energy_fuel_biomass,5,1.0,1.0
efficfactor_enfu_industrial_energy_fuel_coal,5,1.0,1.0
efficfactor_enfu_industrial_energy_fuel_coke,5,1.0,1.0
efficfactor_enfu_industrial_energy_fuel_diesel,5,1.0,1.0
efficfactor_enfu_industrial_energy_fuel_electricity,5,1.0,1.0
efficfactor_enfu_industrial_energy_fuel_furnace_gas,5,1.0,1.0
efficfactor_enfu_industrial_energy_fuel_gasoline,5,1.0,1.0
efficfactor_enfu_industrial_energy_fuel_hydrocarbon_gas_liquids,5,1.0,1.0
efficfactor_enfu_industrial_energy_fuel_hydrogen,5,1.0,1.0
efficfactor_enfu_industrial_energy_fuel_kerosene,5,1.0,1.0
efficfactor_enfu_industrial_energy_fuel_natural_gas,5,1.0,1.0
efficfactor_enfu_industrial_energy_fuel_oil,5,1.0,1.0
efficfactor_enfu_industrial_energy_fuel_solar,5,1.0,1.0
efficfactor_entc_technology_fuel_use_pp_biogas,515,1.0,1.0
efficfactor_entc_technology_fuel_use_pp_biomass,516,1.0,1.0
efficfactor_entc_technology_fuel_use_pp_coal,517,1.0,1.0
efficfactor_entc_technology_fuel_use_pp_coal_ccs,518,1.0,1.0
efficfactor_entc_technology_fuel_use_pp_gas,519,1.0,1.0
efficfactor_entc_technology_fuel_use_pp_gas_ccs,520,1.0,1.0
efficfactor_entc_technology_fuel_use_pp_geothermal,521,1.0,1.0
efficfactor_entc_technology_fuel_use_pp_hydropower,522,1.0,1.0
efficfactor_entc_technology_fuel_use_pp_nuclear,523,1.0,1.0
efficfactor_entc_technology_fuel_use_pp_ocean,524,1.0,1.0
efficfactor_entc_technology_fuel_use_pp_oil,525,1.0,1.0
efficfactor_entc_technology_fuel_use_pp_solar,526,1.0,1.0
efficfactor_entc_technology_fuel_use_pp_waste_incineration,527,1.0,1.0
efficfactor_entc_technology_fuel_use_pp_wind,528,1.0,1.0
efficfactor_entc_technology_fuel_use_st_batteries,529,1.0,1.0
efficfactor_entc_technology_fuel_use_st_compressed_air,530,1.0,1.0
efficfactor_entc_technology_fuel_use_st_flywheels,531,1.0,1.0
efficfactor_entc_technology_fuel_use_st_pumped_hydro,532,1.0,1.0
efficfactor_scoe_heat_energy_commercial_municipal_coal,533,1.0,0.0
efficfactor_scoe_heat_energy_commercial_municipal_diesel,534,1.0,0.0
efficfactor_scoe_heat_energy_commercial_municipal_electricity,535,1.0,0.0
efficfactor_scoe_heat_energy_commercial_municipal_gasoline,536,1.0,0.0
efficfactor_scoe_heat_energy_commercial_municipal_hydrocarbon_gas_liquids,537,1.0,0.0
efficfactor_scoe_heat_energy_commercial_municipal_hydrogen,538,1.0,0.0
efficfactor_scoe_heat_energy_commercial_municipal_kerosene,539,1.0,0.0
efficfactor_scoe_heat_energy_commercial_municipal_natural_gas,540,1.0,0.0
efficfactor_scoe_heat_energy_commercial_municipal_solid_biomass,541,1.0,0.0
efficfactor_scoe_heat_energy_other_se_coal,542,1.0,0.0
efficfactor_scoe_heat_energy_other_se_diesel,543,1.0,0.0
efficfactor_scoe_heat_energy_other_se_electricity,544,1.0,0.0
efficfactor_scoe_heat_energy_other_se_gasoline,545,1.0,0.0
efficfactor_scoe_heat_energy_other_se_hydrocarbon_gas_liquids,546,1.0,0.0
efficfactor_scoe_heat_energy_other_se_hydrogen,547,1.0,0.0
efficfactor_scoe_heat_energy_other_se_kerosene,548,1.0,0.0
efficfactor_scoe_heat_energy_other_se_natural_gas,549,1.0,0.0
efficfactor_scoe_heat_energy_other_se_solid_biomass,550,1.0,0.0
efficfactor_scoe_heat_energy_residential_coal,551,1.0,0.0
efficfactor_scoe_heat_energy_residential_diesel,552,1.0,0.0
efficfactor_scoe_heat_energy_residential_electricity,553,1.0,0.0
efficfactor_scoe_heat_energy_residential_gasoline,554,1.0,0.0
efficfactor_scoe_heat_energy_residential_hydrocarbon_gas_liquids,555,1.0,0.0
efficfactor_scoe_heat_energy_residential_hydrogen,556,1.0,0.0
efficfactor_scoe_heat_energy_residential_kerosene,557,1.0,0.0
efficfactor_scoe_heat_energy_residential_natural_gas,558,1.0,0.0
efficfactor_scoe_heat_energy_residential_solid_biomass,559,1.0,0.0
elasticity_agrc_bevs_and_spices_demand_to_income,560,1.2,0.8
elasticity_agrc_cereals_demand_to_income,561,1.2,0.8
elasticity_agrc_fibers_demand_to_income,562,1.2,0.8
elasticity_agrc_fruits_demand_to_income,563,1.2,0.8
elasticity_agrc_herbs_and_other_perennial_crops_demand_to_income,564,1.2,0.8
elasticity_agrc_nuts_demand_to_income,565,1.2,0.8
elasticity_agrc_other_annual_demand_to_income,566,1.2,0.8
elasticity_agrc_other_woody_perennial_demand_to_income,567,1.2,0.8
elasticity_agrc_pulses_demand_to_income,568,1.2,0.8
elasticity_agrc_rice_demand_to_income,569,1.2,0.8
elasticity_agrc_sugar_cane_demand_to_income,13,1.2,0.8
elasticity_agrc_tubers_demand_to_income,570,1.2,0.8
elasticity_agrc_vegetables_and_vines_demand_to_income,571,1.2,0.8
elasticity_gnrl_rate_occupancy_to_gdppc,572,1.0,1.0
elasticity_ippu_cement_production_to_gdp,573,1.0,1.0
elasticity_ippu_chemicals_production_to_gdp,574,1.0,1.0
elasticity_ippu_electronics_production_to_gdp,575,1.0,1.0
elasticity_ippu_glass_production_to_gdp,576,1.0,1.0
elasticity_ippu_lime_and_carbonite_production_to_gdp,577,1.0,1.0
elasticity_ippu_metals_production_to_gdp,578,1.0,1.0
elasticity_ippu_mining_production_to_gdp,579,1.0,1.0
elasticity_ippu_paper_production_to_gdp,580,1.0,1.0
elasticity_ippu_plastic_production_to_gdp,581,1.0,1.0
elasticity_ippu_product_use_lubricants_product_use_rate_to_gdppc,582,1.0,1.0
elasticity_ippu_product_use_ods_other_product_use_rate_to_gdppc,583,1.0,1.0
elasticity_ippu_product_use_ods_refrigeration_product_use_rate_to_gdppc,584,1.0,1.0
elasticity_ippu_product_use_paraffin_wax_product_use_rate_to_gdppc,585,1.0,1.0
elasticity_ippu_rubber_and_leather_production_to_gdp,586,1.0,1.0
elasticity_ippu_textiles_production_to_gdp,587,1.0,1.0
elasticity_ippu_wood_production_to_gdp,588,1.0,1.0
elasticity_lvst_cattle_dairy_demand_to_gdppc,589,1.2,0.8
elasticity_lvst_cattle_nondairy_demand_to_gdppc,590,1.2,0.8
elasticity_lvst_chickens_demand_to_gdppc,591,1.2,0.8
elasticity_lvst_pigs_demand_to_gdppc,592,1.2,0.8
elasticity_lvst_sheep_demand_to_gdppc,593,1.2,0.8
elasticity_protein_in_diet_to_gdppc,594,1.2,0.8
elasticity_scoe_enerdem_per_hh_residential_elec_appliances_to_gdppc,595,1.0,1.0
elasticity_scoe_enerdem_per_hh_residential_heat_energy_to_gdppc,596,1.0,1.0
elasticity_scoe_enerdem_per_mmmgdp_commercial_municipal_elec_appliances_to_gdppc,597,1.0,1.0
elasticity_scoe_enerdem_per_mmmgdp_commercial_municipal_heat_energy_to_gdppc,598,1.0,1.0
elasticity_scoe_enerdem_per_mmmgdp_other_se_elec_appliances_to_gdppc,599,1.0,1.0
elasticity_scoe_enerdem_per_mmmgdp_other_se_heat_energy_to_gdppc,600,1.0,1.0
elasticity_trde_mtkm_to_gdp_freight,601,1.0,1.0
elasticity_trde_pkm_to_gdppc_private_and_public,602,1.0,1.0
elasticity_trde_pkm_to_gdppc_regional,603,1.0,1.0
elasticity_waso_msw_to_gdppc_chemical_industrial,604,1.0,1.0
elasticity_waso_msw_to_gdppc_food,605,1.0,1.0
elasticity_waso_msw_to_gdppc_glass,606,1.0,1.0
elasticity_waso_msw_to_gdppc_metal,607,1.0,1.0
elasticity_waso_msw_to_gdppc_nappies,608,1.0,1.0
elasticity_waso_msw_to_gdppc_other,609,1.0,1.0
elasticity_waso_msw_to_gdppc_paper,610,1.0,1.0
elasticity_waso_msw_to_gdppc_plastic,611,1.0,1.0
elasticity_waso_msw_to_gdppc_rubber_leather,612,1.0,1.0
elasticity_waso_msw_to_gdppc_sludge,613,1.0,1.0
elasticity_waso_msw_to_gdppc_textiles,614,1.0,1.0
elasticity_waso_msw_to_gdppc_wood,615,1.0,1.0
elasticity_waso_msw_to_gdppc_yard,616,1.0,1.0
elecfuelefficiency_trns_aviation_km_per_kwh,6,1.0,1.0
elecfuelefficiency_trns_powered_bikes_km_per_kwh,6,1.0,1.0
elecfuelefficiency_trns_public_km_per_kwh,6,1.0,1.0
elecfuelefficiency_trns_rail_freight_km_per_kwh,6,1.0,1.0
elecfuelefficiency_trns_rail_passenger_km_per_kwh,6,1.0,1.0
elecfuelefficiency_trns_road_heavy_freight_km_per_kwh,6,1.0,1.0
elecfuelefficiency_trns_road_heavy_regional_km_per_kwh,6,1.0,1.0
elecfuelefficiency_trns_road_light_km_per_kwh,6,1.0,1.0
elecfuelefficiency_trns_water_borne_km_per_kwh,6,1.0,1.0
emitinit_ippu_product_use_other_kt_co2,617,1.0,1.0
energy_intensity_ccsq_direct_air_capture_gj_per_tonne_co2,618,1.0,1.0
energydensity_enfu_mj_per_litre_fuel_biofuels,619,1.0,1.0
energydensity_enfu_mj_per_litre_fuel_biogas,620,1.0,1.0
energydensity_enfu_mj_per_litre_fuel_biomass,621,1.0,1.0
energydensity_enfu_mj_per_litre_fuel_coal,622,1.0,1.0
energydensity_enfu_mj_per_litre_fuel_coke,623,1.0,1.0
energydensity_enfu_mj_per_litre_fuel_crude,624,1.0,1.0
energydensity_enfu_mj_per_litre_fuel_diesel,625,1.0,1.0
energydensity_enfu_mj_per_litre_fuel_furnace_gas,626,1.0,1.0
energydensity_enfu_mj_per_litre_fuel_gasoline,627,1.0,1.0
energydensity_enfu_mj_per_litre_fuel_hydrocarbon_gas_liquids,628,1.0,1.0
energydensity_enfu_mj_per_litre_fuel_hydrogen,629,1.0,1.0
energydensity_enfu_mj_per_litre_fuel_kerosene,630,1.0,1.0
energydensity_enfu_mj_per_litre_fuel_natural_gas,631,1.0,1.0
energydensity_enfu_mj_per_litre_fuel_oil,632,1.0,1.0
energydensity_gravimetric_enfu_gj_per_tonne_fuel_biogas,633,1.0,1.0
energydensity_gravimetric_enfu_gj_per_tonne_fuel_biomass,634,1.0,1.0
energydensity_gravimetric_enfu_gj_per_tonne_fuel_coal,635,1.0,1.0
energydensity_gravimetric_enfu_gj_per_tonne_fuel_coke,636,1.0,1.0
energydensity_gravimetric_enfu_gj_per_tonne_fuel_hydrocarbon_gas_liquids,637,1.0,1.0
energydensity_gravimetric_enfu_gj_per_tonne_fuel_hydrogen,638,1.0,1.0
energydensity_gravimetric_enfu_gj_per_tonne_fuel_nuclear,639,1.0,1.0
energydensity_gravimetric_enfu_gj_per_tonne_fuel_waste,640,1.0,1.0
exports_agrc_bevs_and_spices_tonne,641,1.0,1.0
exports_agrc_cereals_tonne,642,1.0,1.0
exports_agrc_fibers_tonne,643,1.0,1.0
exports_agrc_fruits_tonne,644,1.0,1.0
exports_agrc_herbs_and_other_perennial_crops_tonne,645,1.0,1.0
exports_agrc_nuts_tonne,646,1.0,1.0
exports_agrc_other_annual_tonne,647,1.0,1.0
exports_agrc_other_woody_perennial_tonne,648,1.0,1.0
exports_agrc_pulses_tonne,649,1.0,1.0
exports_agrc_rice_tonne,650,1.0,1.0
exports_agrc_sugar_cane_tonne,651,1.0,1.0
exports_agrc_tubers_tonne,652,1.0,1.0
exports_agrc_vegetables_and_vines_tonne,653,1.0,1.0
exports_enfu_pj_fuel_coal,654,1.0,1.0
exports_enfu_pj_fuel_crude,655,1.0,1.0
exports_enfu_pj_fuel_diesel,656,1.0,1.0
exports_enfu_pj_fuel_electricity,657,1.0,1.0
exports_enfu_pj_fuel_gasoline,658,1.0,1.0
exports_enfu_pj_fuel_hydrocarbon_gas_liquids,659,1.0,1.0
exports_enfu_pj_fuel_hydrogen,660,1.0,1.0
exports_enfu_pj_fuel_kerosene,661,1.0,1.0
exports_enfu_pj_fuel_natural_gas,662,1.0,1.0
exports_enfu_pj_fuel_oil,663,1.0,1.0
exports_lvst_buffalo,33,1.0,1.0
exports_lvst_cattle_dairy,33,1.0,1.0
exports_lvst_cattle_nondairy,33,1.0,1.0
exports_lvst_chickens,33,1.0,1.0
exports_lvst_goats,33,1.0,1.0
exports_lvst_horses,33,1.0,1.0
exports_lvst_mules,33,1.0,1.0
exports_lvst_pigs,33,1.0,1.0
exports_lvst_sheep,33,1.0,1.0
factor_lndu_soil_carbon_croplands,664,1.0,1.0
factor_lndu_soil_carbon_forests_mangroves,665,1.0,1.0
factor_lndu_soil_carbon_forests_primary,666,1.0,1.0
factor_lndu_soil_carbon_forests_secondary,667,1.0,1.0
factor_lndu_soil_carbon_grasslands,668,1.0,1.0
factor_lndu_soil_carbon_other,669,1.0,1.0
factor_lndu_soil_carbon_settlements,670,1.0,1.0
factor_lndu_soil_carbon_wetlands,671,1.0,1.0
factor_lndu_soil_inputs_supremum_without_manure_croplands,672,1.0,1.0
factor_lndu_soil_management_supremum_croplands,673,1.0,1.0
factor_lndu_soil_management_supremum_grasslands,674,1.0,1.0
factor_lndu_soil_management_unimproved_croplands,675,1.0,1.0
factor_lndu_soil_management_unimproved_grasslands,676,1.0,1.0
factor_lsmm_n_from_codigestates_anaerobic_digester,677,1.0,1.0
factor_waso_waste_per_capita_scalar_chemical_industrial,678,1.0,1.0
factor_waso_waste_per_capita_scalar_food,7,1.0,1.0
factor_waso_waste_per_capita_scalar_glass,679,1.0,1.0
factor_waso_waste_per_capita_scalar_metal,680,1.0,1.0
factor_waso_waste_per_capita_scalar_nappies,681,1.0,1.0
factor_waso_waste_per_capita_scalar_other,682,1.0,1.0
factor_waso_waste_per_capita_scalar_paper,683,1.0,1.0
factor_waso_waste_per_capita_scalar_plastic,684,1.0,1.0
factor_waso_waste_per_capita_scalar_rubber_leather,685,1.0,1.0
factor_waso_waste_per_capita_scalar_sludge,686,1.0,1.0
factor_waso_waste_per_capita_scalar_textiles,687,1.0,1.0
factor_waso_waste_per_capita_scalar_wood,688,1.0,1.0
factor_waso_waste_per_capita_scalar_yard,689,1.0,1.0
frac_agrc_agriculture_production_lost,9,1.0,1.0
frac_agrc_bevs_and_spices_cl1_temperate,48,1.0,1.0
frac_agrc_bevs_and_spices_cl1_tropical,48,1.0,1.0
frac_agrc_bevs_and_spices_cl2_dry,49,1.0,1.0
frac_agrc_bevs_and_spices_cl2_wet,49,1.0,1.0
frac_agrc_cereals_cl1_temperate,50,1.0,1.0
frac_agrc_cereals_cl1_tropical,50,1.0,1.0
frac_agrc_cereals_cl2_dry,51,1.0,1.0
frac_agrc_cereals_cl2_wet,51,1.0,1.0
frac_agrc_combustion_factor_cereals,690,1.0,1.0
frac_agrc_combustion_factor_other_annual,691,1.0,1.0
frac_agrc_combustion_factor_pulses,692,1.0,1.0
frac_agrc_combustion_factor_rice,693,1.0,1.0
frac_agrc_combustion_factor_tubers,694,1.0,1.0
frac_agrc_crop_demand_imported_bevs_and_spices,695,1.0,1.0
frac_agrc_crop_demand_imported_cereals,696,1.0,1.0
frac_agrc_crop_demand_imported_fibers,697,1.0,1.0
frac_agrc_crop_demand_imported_fruits,698,1.0,1.0
frac_agrc_crop_demand_imported_herbs_and_other_perennial_crops,699,1.0,1.0
frac_agrc_crop_demand_imported_nuts,700,1.0,1.0
frac_agrc_crop_demand_imported_other_annual,701,1.0,1.0
frac_agrc_crop_demand_imported_other_woody_perennial,702,1.0,1.0
frac_agrc_crop_demand_imported_pulses,703,1.0,1.0
frac_agrc_crop_demand_imported_rice,704,1.0,1.0
frac_agrc_crop_demand_imported_sugar_cane,705,1.0,1.0
frac_agrc_crop_demand_imported_tubers,706,1.0,1.0
frac_agrc_crop_demand_imported_vegetables_and_vines,707,1.0,1.0
frac_agrc_crop_residues_burned,10,1.0,1.0
frac_agrc_crop_residues_removed,10,1.0,1.0
frac_agrc_dry_matter_of_harvest_cereals,708,1.0,1.0
frac_agrc_dry_matter_of_harvest_other_annual,709,1.0,1.0
frac_agrc_dry_matter_of_harvest_pulses,710,1.0,1.0
